FlightDate,Airline,FlightNum,Origin,Dest,CRSDepTime,DepDelayMinutes,WindSpeed,Visibility,Precipitation,Temperature
14-01-2025,SpiceJet,170,DEL,CCU,1823,28,2.2,13.4,6,7.6
14-01-2025,IndiGo,463,HYD,CCU,1982,7,13,10,4.1,0.9
14-01-2025,SpiceJet,669,CCU,BLR,853,22,7.4,12.4,3.9,37
14-01-2025,Vistara,901,HYD,BOM,50,11,13.5,8.3,8.2,14.2
14-01-2025,GoFirst,862,BOM,DEL,574,6,14.3,11.1,0.3,36
14-01-2025,IndiGo,375,DEL,DEL,1148,39,14.4,13.5,3,8.2
14-01-2025,IndiGo,149,BOM,DEL,2197,13,21.3,11.8,8.1,0.7
14-01-2025,Vistara,457,CCU,DEL,2352,11,9.7,13.7,9.2,8.3
14-01-2025,AirIndia,827,BOM,CCU,1715,11,12.9,7,4.1,21.9
14-01-2025,GoFirst,663,BOM,BLR,681,23,0.3,13.7,8.9,33
14-01-2025,IndiGo,882,BOM,HYD,837,12,19.7,9.7,2,12.3
14-01-2025,GoFirst,584,BLR,BOM,1077,12,6.5,13.2,2.2,36.2
14-01-2025,IndiGo,183,CCU,DEL,2311,15,20.4,1.6,8.5,6
15-01-2025,GoFirst,998,BOM,BLR,1595,4,6.6,10.2,9,26.2
15-01-2025,SpiceJet,904,BOM,HYD,4,21,0.3,12.9,2.2,28.1
15-01-2025,IndiGo,737,BOM,BLR,1126,5,3.9,3.4,0.6,7.3
15-01-2025,GoFirst,907,DEL,CCU,1219,8,24.6,10.3,0.9,-3.8
15-01-2025,AirIndia,683,BLR,HYD,773,25,8,12.5,2.6,11.4
15-01-2025,SpiceJet,395,DEL,BLR,876,7,2.7,5,7.6,-3
15-01-2025,SpiceJet,335,BLR,CCU,991,7,3,6.7,5.1,35.5
15-01-2025,AirIndia,155,BOM,BLR,46,3,7.8,9,4.6,37.9
15-01-2025,GoFirst,459,CCU,BLR,268,25,0.9,8.3,5.8,28.1
15-01-2025,Vistara,209,HYD,HYD,369,9,12.8,1.5,8.9,27.7
15-01-2025,AirIndia,291,HYD,CCU,635,8,5.3,2.4,0.9,5.8
15-01-2025,GoFirst,192,BOM,DEL,1129,9,13,2.4,6.9,-1.7
15-01-2025,AirIndia,961,DEL,BOM,1693,7,3.5,4.7,9.3,31.1
15-01-2025,AirIndia,667,CCU,HYD,1682,22,10.7,4.4,2.1,20.2
15-01-2025,IndiGo,159,BLR,CCU,656,25,14.9,11.4,8.4,25.7
15-01-2025,GoFirst,749,BOM,BLR,119,6,1.5,9,7,30.1
15-01-2025,Vistara,138,CCU,CCU,830,6,10,11.7,0.1,13.4
15-01-2025,IndiGo,639,CCU,BOM,1810,23,7.6,2,2.3,1.5
15-01-2025,AirIndia,148,BLR,BOM,1081,11,6,7.8,6.1,30.8
15-01-2025,AirIndia,519,CCU,DEL,1974,8,15.1,5.5,5,15.4
15-01-2025,AirIndia,736,DEL,DEL,1369,26,14.7,12.9,5.3,32.2
15-01-2025,GoFirst,112,DEL,BOM,740,8,15.8,10.9,2.3,14.7
15-01-2025,GoFirst,135,DEL,HYD,116,10,4,13.2,6.8,4.8
15-01-2025,IndiGo,200,CCU,HYD,1853,6,7.1,1.6,2.7,2.7
16-01-2025,Vistara,893,DEL,BLR,1150,23,5.2,11.1,3.9,28.5
16-01-2025,IndiGo,185,BLR,DEL,1931,7,13.5,8.6,3.7,20.9
16-01-2025,SpiceJet,615,CCU,BLR,1012,22,11.5,12.6,6.7,13.2
16-01-2025,AirIndia,322,HYD,DEL,1664,33,8.3,8.1,0.9,17.1
16-01-2025,AirIndia,437,CCU,BOM,1081,41,19.7,8.6,2.1,19.7
16-01-2025,AirIndia,265,BLR,HYD,633,22,2.3,1.7,2,5.8
16-01-2025,IndiGo,482,HYD,HYD,512,6,24.4,10.4,1.1,12
16-01-2025,IndiGo,955,CCU,BOM,1119,26,2.9,4.8,2.1,8.2
16-01-2025,AirIndia,994,DEL,BLR,1141,2,19.3,1.3,6.1,12.5
16-01-2025,IndiGo,475,BOM,BLR,559,22,9.2,1.9,7.3,17.5
16-01-2025,GoFirst,570,BOM,CCU,487,9,21.6,14.4,6.6,2.8
16-01-2025,GoFirst,889,DEL,DEL,896,8,1.9,5.8,4.8,12.7
16-01-2025,IndiGo,741,BOM,BLR,1212,12,9.4,13.2,0.5,12.3
16-01-2025,AirIndia,130,BOM,BOM,703,21,8.4,14.4,9.6,7.9
16-01-2025,IndiGo,474,DEL,BLR,1470,13,24.8,14.2,1.7,39.9
16-01-2025,IndiGo,110,DEL,HYD,580,11,24.6,13.3,6.7,-1.7
16-01-2025,IndiGo,401,CCU,DEL,2294,27,4.7,13.5,9.1,23.9
16-01-2025,SpiceJet,195,CCU,CCU,153,4,15.7,5,7,2.8
16-01-2025,GoFirst,289,DEL,DEL,1679,14,13.4,3.1,2.2,32.8
16-01-2025,Vistara,552,BLR,HYD,996,4,3.9,9.9,3.2,36.1
16-01-2025,Vistara,291,BOM,HYD,1243,12,4.2,7.8,0.3,13.1
16-01-2025,SpiceJet,585,CCU,HYD,1092,5,24.7,2.4,6.1,32.1
16-01-2025,IndiGo,365,BOM,HYD,1008,36,11.3,10.5,6.1,6.2
16-01-2025,SpiceJet,523,HYD,BOM,2141,12,3.1,8.9,7.3,1.3
17-01-2025,SpiceJet,227,DEL,CCU,1773,9,5.4,13.1,0.1,9.2
17-01-2025,AirIndia,337,BLR,HYD,957,10,6.7,9.5,8.2,10.4
17-01-2025,GoFirst,454,HYD,HYD,452,39,12.8,9,7.4,12.9
17-01-2025,Vistara,211,HYD,BLR,1227,8,8.4,7.2,1.4,11.8
17-01-2025,IndiGo,927,HYD,CCU,2265,11,11.4,7.5,3.5,13.5
17-01-2025,Vistara,545,DEL,DEL,550,7,4.2,14.4,6.4,27
17-01-2025,Vistara,442,CCU,CCU,1635,25,8.2,2.9,5,6.1
17-01-2025,GoFirst,244,DEL,CCU,1312,22,1.8,7.2,1.2,-4.2
17-01-2025,Vistara,164,CCU,CCU,1757,16,22.2,10.2,0.9,17
17-01-2025,Vistara,346,HYD,HYD,356,7,5,7.1,7.8,15.2
17-01-2025,SpiceJet,834,HYD,HYD,2070,12,18.9,5,1.6,-2.3
17-01-2025,GoFirst,589,BLR,BOM,1785,5,8.7,5,1.7,1
17-01-2025,AirIndia,924,CCU,DEL,1781,7,11.9,4.3,8.3,17.9
17-01-2025,IndiGo,538,HYD,BLR,1631,11,7.3,5.8,6.1,5.6
17-01-2025,Vistara,205,BOM,CCU,1015,8,17.4,13.2,6,34.5
17-01-2025,IndiGo,280,BLR,DEL,1348,26,21.1,8.1,4.8,2.8
17-01-2025,AirIndia,283,DEL,DEL,515,6,7.2,4.4,5.7,-4.1
17-01-2025,IndiGo,325,BLR,BOM,335,9,6.1,6.4,6,15.1
17-01-2025,AirIndia,876,BOM,BLR,1782,7,17,2.5,9.7,39.4
17-01-2025,SpiceJet,889,CCU,CCU,2305,5,4.9,13.7,2.2,23.5
17-01-2025,Vistara,188,DEL,BLR,496,8,16,6.7,2.1,10.9
17-01-2025,AirIndia,787,DEL,BOM,895,4,2.4,14.7,0.6,-4.2
17-01-2025,IndiGo,629,CCU,HYD,2207,19,15.5,5.9,6.6,16.8
17-01-2025,Vistara,470,BLR,DEL,851,34,12.8,12.7,5.5,4.3
18-01-2025,SpiceJet,498,HYD,CCU,1687,27,2.8,4.6,1.1,24.1
18-01-2025,Vistara,205,BLR,HYD,1931,6,16.2,2.1,3.6,21.2
18-01-2025,AirIndia,370,BOM,BOM,1568,39,11.2,1.4,1.8,6.9
18-01-2025,SpiceJet,930,HYD,BLR,956,8,5.4,9.5,3.3,-1.9
18-01-2025,IndiGo,602,BLR,DEL,1636,4,8.8,5.4,9.5,29
18-01-2025,SpiceJet,778,CCU,CCU,1291,10,12.3,7.2,6.8,21.3
18-01-2025,SpiceJet,624,BOM,HYD,1440,13,2.3,12.5,0.1,32.9
18-01-2025,GoFirst,948,BOM,HYD,1191,22,23.9,4.5,2.5,6.7
18-01-2025,SpiceJet,131,BOM,DEL,1066,6,16.6,5.3,0.1,24.4
18-01-2025,SpiceJet,492,HYD,BLR,284,11,2.6,12.8,7.1,0.3
18-01-2025,Vistara,139,DEL,BOM,11,6,20.6,7.9,4.7,8.1
18-01-2025,IndiGo,759,HYD,BLR,1630,23,8.1,12.6,9.9,24.5
18-01-2025,Vistara,317,BLR,BLR,753,21,14.9,6.2,7.3,32.2
18-01-2025,Vistara,830,DEL,BLR,2082,13,6.9,6.6,5.2,9.4
18-01-2025,AirIndia,181,BLR,DEL,89,7,18.3,3.3,8,30.9
18-01-2025,Vistara,944,DEL,DEL,775,20,18.1,13.8,7,25.5
18-01-2025,GoFirst,819,HYD,BOM,1625,8,13.8,13.6,2.4,10.7
18-01-2025,GoFirst,300,BOM,BLR,417,5,6,14.8,5.3,34.4
18-01-2025,AirIndia,546,CCU,DEL,114,12,6.3,6.6,5.6,17.9
18-01-2025,IndiGo,943,BOM,BOM,616,11,9.6,12.5,4.5,24.2
18-01-2025,IndiGo,527,HYD,BOM,825,11,3.6,6.8,1.8,17.3
18-01-2025,Vistara,137,DEL,BLR,1649,8,8.4,7.4,2.2,15.4
18-01-2025,Vistara,310,BOM,CCU,1516,5,17.1,12.6,2.8,33.2
18-01-2025,Vistara,543,HYD,BLR,412,24,20.8,3.5,0.1,8.3
19-01-2025,IndiGo,426,BLR,CCU,728,12,8.3,4.1,9.2,-3.4
19-01-2025,SpiceJet,860,CCU,BOM,675,14,5.8,5.4,6.9,34.6
19-01-2025,GoFirst,326,BOM,DEL,1892,4,20.8,12,6.9,32.1
19-01-2025,SpiceJet,147,DEL,HYD,2239,6,22.3,6.2,5.7,11.5
19-01-2025,SpiceJet,117,BLR,BOM,1122,11,10.3,6,6.9,3.3
19-01-2025,IndiGo,538,HYD,DEL,1571,39,0.7,15,9.8,25.4
19-01-2025,SpiceJet,906,CCU,BOM,977,10,17.4,6.4,3.9,-1.5
19-01-2025,AirIndia,807,DEL,BLR,1008,5,19.6,4.5,7.1,14.1
19-01-2025,Vistara,286,HYD,CCU,2143,4,0.5,9.7,3.6,-1.1
19-01-2025,AirIndia,444,HYD,BOM,1687,5,14.9,12.2,8.5,21.9
19-01-2025,GoFirst,323,BOM,DEL,36,38,14.7,2,8.6,-3.8
19-01-2025,Vistara,929,BOM,BLR,1548,12,9.5,9.7,9,23.3
19-01-2025,SpiceJet,587,DEL,HYD,2326,21,18.7,1.5,0.1,25.3
19-01-2025,GoFirst,976,HYD,BLR,2264,46,10.7,8.4,3,16.9
19-01-2025,Vistara,948,BOM,CCU,872,5,16.9,4.6,1.3,2.9
19-01-2025,SpiceJet,328,CCU,BLR,1821,7,12.9,5.3,4.5,-0.4
19-01-2025,AirIndia,489,CCU,HYD,1296,10,6.2,7.5,5,9.1
19-01-2025,Vistara,688,HYD,DEL,2109,22,15.2,14,2.6,15.9
19-01-2025,SpiceJet,287,BOM,BOM,595,10,18.4,10.9,7.2,23.9
19-01-2025,AirIndia,957,DEL,CCU,1903,6,24.3,14.1,2.7,-4.9
19-01-2025,GoFirst,369,DEL,HYD,728,8,9.5,10.2,8.5,27
19-01-2025,GoFirst,706,DEL,CCU,1365,10,1.6,1.1,1.8,27.1
19-01-2025,GoFirst,409,CCU,BLR,396,20,24.7,4.7,3.7,15
19-01-2025,GoFirst,231,BOM,CCU,698,6,15.6,13.7,6.2,10.5
20-01-2025,IndiGo,650,BOM,HYD,2224,10,23.7,10,6.1,32.9
20-01-2025,Vistara,171,CCU,BOM,1635,3,2.6,14.7,0.8,30.3
20-01-2025,Vistara,892,DEL,BOM,395,1,8.6,3.2,8.5,39.2
20-01-2025,IndiGo,944,DEL,CCU,75,5,3.3,5.2,6,11.7
20-01-2025,SpiceJet,771,HYD,DEL,264,14,20.9,6.1,8.7,35.8
20-01-2025,SpiceJet,286,BLR,CCU,1819,8,22,5.6,8.7,-1.1
20-01-2025,GoFirst,585,BOM,BLR,717,7,12.5,4.5,5.5,13.5
20-01-2025,AirIndia,290,BOM,BOM,850,7,4.7,7.2,9.1,15.9
20-01-2025,SpiceJet,521,BOM,BOM,1390,11,3.2,10,8.5,14.8
20-01-2025,AirIndia,219,BLR,BOM,143,23,14.7,5.4,9.6,23.1
20-01-2025,Vistara,319,HYD,DEL,884,17,12.7,2.1,8.5,2.7
20-01-2025,AirIndia,152,BLR,DEL,395,14,17.4,10.9,8.2,34
20-01-2025,Vistara,833,DEL,HYD,1492,9,7.6,7.4,4.7,19.8
20-01-2025,IndiGo,550,DEL,CCU,1167,20,10.1,8.8,2.1,35.7
20-01-2025,IndiGo,511,BOM,CCU,1062,11,0.5,7.4,9.1,-4.9
20-01-2025,GoFirst,742,CCU,BLR,2156,37,15.3,13.5,7.2,23.3
20-01-2025,SpiceJet,336,BOM,BOM,1065,36,10.6,8.8,2.8,13.6
20-01-2025,GoFirst,857,CCU,DEL,1209,9,23,13.9,3.4,17.7
20-01-2025,Vistara,837,BLR,BLR,633,9,16,8.1,6.9,28.5
20-01-2025,GoFirst,819,DEL,BLR,1156,7,10,5.1,4.8,5.2
20-01-2025,AirIndia,505,CCU,DEL,1238,5,6.6,6,0.8,4.2
20-01-2025,Vistara,707,BLR,CCU,732,36,22.6,8.3,1.4,26.6
20-01-2025,IndiGo,521,DEL,BOM,234,37,0.4,8.4,7.5,18.5
20-01-2025,SpiceJet,811,CCU,CCU,750,13,8.2,10.6,3.3,5.5
21-01-2025,Vistara,346,BOM,BLR,953,7,23.6,4.1,5.1,16.8
21-01-2025,Vistara,171,BOM,BOM,1542,8,16.4,10.2,7.7,15.7
21-01-2025,AirIndia,929,BOM,HYD,1197,2,13.3,11.9,7.5,26.1
21-01-2025,SpiceJet,284,BLR,BLR,1676,8,5.1,10.5,1.7,-4.9
21-01-2025,IndiGo,105,BOM,CCU,1191,34,20.8,7.7,1,21.4
21-01-2025,Vistara,305,HYD,CCU,2217,10,5.1,14.9,5.9,22.3
21-01-2025,Vistara,643,DEL,CCU,1416,11,6.2,6.7,7.4,28.5
21-01-2025,AirIndia,710,BLR,DEL,1217,7,4.8,2.5,1.5,35
21-01-2025,GoFirst,486,BOM,BLR,1540,11,4,12.5,3.7,14.8
21-01-2025,IndiGo,867,DEL,BOM,2076,10,23.8,4,8.7,10.4
21-01-2025,SpiceJet,798,CCU,CCU,1445,11,15.1,11,9.4,-0.4
21-01-2025,Vistara,175,BOM,CCU,1519,12,15.9,3.5,4.5,10.2
21-01-2025,Vistara,276,DEL,DEL,1388,22,23.9,1.2,0.8,-1.9
21-01-2025,IndiGo,926,HYD,BOM,1856,7,5.8,3.2,2.6,31.1
21-01-2025,GoFirst,898,CCU,BLR,1365,8,0.1,6.3,2.3,31.3
21-01-2025,Vistara,448,HYD,HYD,499,25,15,2.5,2.4,13.8
21-01-2025,IndiGo,354,DEL,DEL,1680,26,12.7,3.8,4.9,6.7
21-01-2025,AirIndia,936,HYD,BLR,510,10,11.9,11.7,5.8,0.3
21-01-2025,GoFirst,801,DEL,HYD,216,9,1.5,11.8,1.2,33.3
21-01-2025,SpiceJet,407,DEL,CCU,1324,18,11.4,12.4,8.9,34.5
21-01-2025,Vistara,444,HYD,CCU,1155,7,7.2,12.8,6.2,7
21-01-2025,IndiGo,226,DEL,BOM,1827,3,6.9,6.9,6,23
21-01-2025,AirIndia,386,BOM,HYD,1810,10,5.6,13.1,9.9,6.6
21-01-2025,SpiceJet,865,DEL,CCU,1205,7,8.3,8.4,6.3,5.1
22-01-2025,IndiGo,824,BLR,CCU,2214,6,8.8,7.6,9.3,-4
22-01-2025,IndiGo,861,DEL,BOM,90,11,7.7,11.1,2.9,21
22-01-2025,SpiceJet,695,BLR,BLR,713,22,24.5,4,2.4,1.7
22-01-2025,AirIndia,586,DEL,CCU,1881,27,23.3,12.1,5.2,-4.4
22-01-2025,AirIndia,482,DEL,DEL,38,34,14.4,7,5.1,-0.3
22-01-2025,GoFirst,505,HYD,DEL,172,8,24.5,2.8,2.3,9.1
22-01-2025,Vistara,487,BOM,BLR,652,8,24.8,2.7,7,25.1
22-01-2025,SpiceJet,624,BOM,HYD,753,19,8.9,3.3,0.3,4.1
22-01-2025,SpiceJet,656,CCU,BOM,1243,11,11.1,13.5,6.9,34.9
22-01-2025,SpiceJet,738,HYD,DEL,1081,7,24,14.9,4.6,8
22-01-2025,AirIndia,725,HYD,DEL,1683,8,15.2,6,6.9,9.9
22-01-2025,Vistara,375,BOM,BLR,455,11,5.3,5.1,4.8,4.8
22-01-2025,GoFirst,599,HYD,HYD,828,3,17.2,4.1,9.8,6.4
22-01-2025,IndiGo,816,BOM,HYD,894,10,5.1,12.5,3.3,-1.7
22-01-2025,IndiGo,436,HYD,BLR,1384,41,8.5,3.9,9.8,8.3
22-01-2025,SpiceJet,580,DEL,DEL,1958,3,5.7,13.9,0.6,33.7
22-01-2025,Vistara,996,BOM,BOM,1996,40,6.1,10.3,6.8,26
22-01-2025,AirIndia,372,BOM,DEL,189,24,0.1,13.6,4.5,34.4
22-01-2025,Vistara,157,BLR,HYD,504,8,22,8.8,8.2,-0.3
22-01-2025,Vistara,427,HYD,DEL,1214,24,7.4,10.7,7.9,15.5
22-01-2025,AirIndia,830,HYD,BOM,1531,7,2.2,9.7,8,5.3
22-01-2025,SpiceJet,208,BOM,CCU,823,6,2.2,12.6,0.9,27.5
22-01-2025,Vistara,378,DEL,DEL,928,10,13.9,12.7,8.2,38.7
22-01-2025,IndiGo,785,DEL,BLR,933,12,24.8,9.3,2.1,31.7
23-01-2025,AirIndia,427,DEL,CCU,1140,8,3.6,9.9,0.3,-3.4
23-01-2025,GoFirst,875,HYD,BLR,133,9,2.5,13.9,2.2,9.2
23-01-2025,SpiceJet,414,BLR,BLR,2105,11,11,14,4.8,-3.7
23-01-2025,AirIndia,573,BOM,BLR,684,9,14.1,10.3,7.4,-3.2
23-01-2025,GoFirst,210,CCU,DEL,2220,6,7.4,1.1,2.2,-1.4
23-01-2025,GoFirst,798,BLR,HYD,1852,8,7.6,2.5,1.1,7.4
23-01-2025,Vistara,880,CCU,CCU,814,6,10.6,13,6.5,8.7
23-01-2025,Vistara,328,BLR,BOM,1172,24,7.9,2.2,9.8,13
23-01-2025,Vistara,596,DEL,HYD,79,7,22.9,4,6,13.2
23-01-2025,AirIndia,255,HYD,DEL,202,22,1,4.2,6.9,29.7
23-01-2025,AirIndia,572,CCU,BLR,1252,6,5.9,9.4,5.6,1.4
23-01-2025,SpiceJet,800,BLR,BOM,1699,9,20.2,9.1,7.8,2.1
23-01-2025,Vistara,371,HYD,CCU,1250,13,20.8,5.1,9.8,23.2
23-01-2025,GoFirst,986,CCU,HYD,1682,5,2.8,3.9,5.4,20.7
23-01-2025,IndiGo,101,BOM,HYD,1555,32,24.3,11.7,4.2,1.9
23-01-2025,SpiceJet,857,BLR,BOM,2094,5,17.3,14.1,8.6,33.4
23-01-2025,AirIndia,821,BOM,DEL,1256,6,6.8,1.7,9.7,9.8
23-01-2025,SpiceJet,610,DEL,CCU,1549,9,11.4,2.9,1.3,11.5
23-01-2025,SpiceJet,385,BOM,BOM,1166,11,7.4,10,5.8,13.9
23-01-2025,SpiceJet,970,BOM,BLR,1396,24,3.8,12.3,7.9,9.5
23-01-2025,SpiceJet,112,BLR,CCU,470,5,7.3,12.1,5.3,20.1
23-01-2025,IndiGo,707,DEL,HYD,1035,25,14.5,11.1,4.1,12.5
23-01-2025,Vistara,597,BOM,BOM,1353,5,20.6,13.4,6.6,6.7
23-01-2025,GoFirst,832,HYD,HYD,967,14,9.1,4,2.7,35.7
24-01-2025,SpiceJet,337,CCU,HYD,357,5,8.7,2.5,3.5,8.9
24-01-2025,SpiceJet,193,BOM,HYD,667,8,11.7,9.6,9.9,26.4
24-01-2025,SpiceJet,437,DEL,DEL,372,21,16.1,12.5,6.4,10.6
24-01-2025,Vistara,880,BOM,HYD,1031,13,18.8,9.1,8.7,14.6
24-01-2025,AirIndia,270,CCU,BLR,1145,8,8.2,14.5,8.1,5.6
24-01-2025,AirIndia,705,DEL,BLR,1371,36,14.7,12.1,6.5,28.9
24-01-2025,IndiGo,760,BLR,CCU,89,7,9.7,10.8,8.4,28.2
24-01-2025,AirIndia,723,DEL,HYD,539,5,17.9,1.8,2.9,-4
24-01-2025,SpiceJet,666,BLR,HYD,868,11,4.1,2.5,6.4,-2.3
24-01-2025,SpiceJet,948,DEL,BOM,40,11,6.4,12,5.9,36.5
24-01-2025,SpiceJet,566,CCU,DEL,739,9,10.7,3.8,6.2,35
24-01-2025,IndiGo,727,CCU,CCU,1946,5,22.2,1.4,1.7,17.8
24-01-2025,SpiceJet,242,DEL,HYD,1224,26,14.3,13.8,2.8,17.2
24-01-2025,AirIndia,300,BOM,BOM,928,6,24.1,13.5,2.9,31.6
24-01-2025,Vistara,279,CCU,DEL,2036,25,2.6,4.1,6,1.2
24-01-2025,Vistara,813,BLR,CCU,924,4,11.5,11.9,9.7,24.4
24-01-2025,GoFirst,463,BLR,CCU,1581,7,10.5,1.7,9.5,16.4
24-01-2025,AirIndia,578,HYD,HYD,389,26,15,5,2.3,28.4
24-01-2025,SpiceJet,664,BLR,CCU,1617,40,20.3,9.7,3,-3.6
24-01-2025,Vistara,570,HYD,BOM,255,7,21,11.7,0.4,21.7
24-01-2025,AirIndia,483,DEL,CCU,708,10,16.8,1.1,4,20.1
24-01-2025,Vistara,791,DEL,BLR,1838,23,16,5.6,8.3,32.8
24-01-2025,SpiceJet,516,DEL,BOM,1944,33,23.7,4,9.2,25.5
24-01-2025,Vistara,924,BOM,DEL,9,37,9.6,15,2.4,34.6
25-01-2025,GoFirst,407,BOM,DEL,797,6,20.8,10.4,2.7,34.9
25-01-2025,GoFirst,748,HYD,HYD,876,8,23,6.7,2.2,13.4
25-01-2025,Vistara,793,BLR,HYD,1028,9,12.3,2.1,3.5,1.2
25-01-2025,AirIndia,466,BLR,BLR,1015,40,18.2,9.4,8,23.4
25-01-2025,AirIndia,100,DEL,DEL,1824,12,9.4,10,6.5,34.3
25-01-2025,AirIndia,143,CCU,DEL,373,10,4,12.4,7.9,-1.6
25-01-2025,Vistara,838,BOM,DEL,2193,37,14.7,5,5.8,20.1
25-01-2025,AirIndia,942,BOM,DEL,223,7,4.9,14.7,2.6,0.2
25-01-2025,SpiceJet,197,DEL,CCU,1262,28,11.4,7.2,2.3,-3.8
25-01-2025,GoFirst,819,BOM,BOM,2224,8,21.8,5.1,0.1,25.6
25-01-2025,SpiceJet,364,DEL,BOM,1802,13,2.2,5.9,7.8,25.7
25-01-2025,AirIndia,899,HYD,BLR,852,5,0.8,8.3,8.5,22
25-01-2025,SpiceJet,882,BLR,CCU,62,7,15.2,14.1,7.7,33.7
25-01-2025,AirIndia,239,CCU,DEL,1240,9,8.3,11.3,0.7,-1.4
25-01-2025,Vistara,580,BLR,DEL,688,3,10.4,9.1,7.6,-0.3
25-01-2025,SpiceJet,336,BLR,HYD,1484,11,10.1,3.3,0.5,33.9
25-01-2025,Vistara,171,HYD,HYD,1633,35,2.2,3.1,1.1,17.6
25-01-2025,Vistara,766,BOM,BLR,2152,6,0.1,8,4.4,7.3
25-01-2025,IndiGo,289,CCU,DEL,510,8,22.5,11.2,4.8,28.2
25-01-2025,AirIndia,367,BOM,BLR,384,4,5.4,11.5,8.2,35.2
25-01-2025,GoFirst,420,BLR,CCU,404,5,10.7,4.2,6.8,26
25-01-2025,AirIndia,206,DEL,BOM,517,45,24.3,2.4,1.5,30.6
25-01-2025,GoFirst,331,BLR,DEL,475,4,20.7,6.4,2.3,7.7
25-01-2025,AirIndia,141,BOM,CCU,2000,5,2.7,13.9,2.9,8
26-01-2025,Vistara,801,BLR,DEL,1668,29,12.7,8.6,1.2,33.9
26-01-2025,SpiceJet,982,DEL,HYD,1893,5,18.3,5.5,2.9,22.7
26-01-2025,SpiceJet,238,HYD,BLR,1460,12,17.5,5.5,7.3,5.5
26-01-2025,IndiGo,714,BOM,HYD,713,28,19,2.8,2.4,18.6
26-01-2025,GoFirst,782,BLR,BOM,82,20,11.4,7.6,8.4,25.9
26-01-2025,GoFirst,962,BOM,HYD,1168,6,4.4,12.1,4.7,4.8
26-01-2025,GoFirst,372,HYD,DEL,1901,8,11.6,14.6,3.2,24.5
26-01-2025,Vistara,580,BLR,HYD,2048,38,16.2,8,4.1,-3.1
26-01-2025,GoFirst,515,BLR,DEL,50,6,15.2,3.3,7.1,8.7
26-01-2025,SpiceJet,605,BOM,BOM,684,18,1.8,10.6,5.2,25.3
26-01-2025,Vistara,832,BOM,HYD,716,40,1.6,11.6,0.1,1.7
26-01-2025,AirIndia,824,DEL,BLR,1469,6,24.1,2,9.2,5
26-01-2025,GoFirst,952,HYD,BLR,448,7,3.8,12.9,0.7,34.6
26-01-2025,GoFirst,523,DEL,BLR,880,4,7.4,12.6,9.4,25.3
26-01-2025,AirIndia,506,BLR,HYD,487,7,19.2,7.6,0.3,17.5
26-01-2025,GoFirst,667,BOM,HYD,1823,10,10.2,8.8,7.7,4.5
26-01-2025,AirIndia,489,BLR,HYD,2081,34,4.5,11,5.3,10.4
26-01-2025,Vistara,441,BLR,DEL,2142,10,11.7,10.5,5.1,20.8
26-01-2025,SpiceJet,713,CCU,BOM,1574,7,14.2,1.2,0.7,2
26-01-2025,AirIndia,592,CCU,BLR,2201,26,11.3,2.7,2.4,16.7
26-01-2025,IndiGo,291,BLR,DEL,249,9,23,3.3,7.8,13.4
26-01-2025,AirIndia,598,BOM,BLR,673,7,7.1,11.6,8.9,16.5
26-01-2025,GoFirst,921,BLR,DEL,437,9,16.5,7.2,5.3,-0.2
26-01-2025,Vistara,811,CCU,HYD,2165,6,2.8,8.6,3.5,-0.2
27-01-2025,Vistara,332,BOM,BLR,770,23,9.8,11.8,0.6,38.4
27-01-2025,AirIndia,326,BLR,HYD,267,6,18.5,5.8,6.8,39.1
27-01-2025,SpiceJet,470,HYD,BLR,1984,8,5.6,11.5,2.8,14.2
27-01-2025,IndiGo,238,HYD,CCU,1077,10,14.7,7.2,0.6,30.5
27-01-2025,Vistara,955,BLR,DEL,235,24,3.8,6.3,6.7,24.5
27-01-2025,GoFirst,916,BOM,CCU,388,37,2.6,5.7,4.9,0.3
27-01-2025,GoFirst,248,BLR,DEL,762,13,13.1,14.5,0.1,8.4
27-01-2025,SpiceJet,214,BLR,BOM,1848,24,16.9,11.8,1.1,9.1
27-01-2025,Vistara,549,CCU,BLR,623,10,2.8,1.3,7,21.8
27-01-2025,AirIndia,162,HYD,BOM,1252,7,22.9,14.4,0.6,21.1
27-01-2025,GoFirst,203,CCU,BOM,577,24,5.6,11.9,8.7,36.6
27-01-2025,SpiceJet,950,CCU,DEL,2122,7,3,3.1,3.1,30.6
27-01-2025,Vistara,970,BLR,CCU,434,9,5.1,2.1,0.9,33.6
27-01-2025,Vistara,767,CCU,HYD,2150,10,4.2,5.3,7.6,35.1
27-01-2025,Vistara,372,HYD,DEL,763,6,2.3,9.7,5.2,31.1
27-01-2025,Vistara,105,CCU,HYD,1329,6,19.9,9.6,3.1,10
27-01-2025,Vistara,246,HYD,BOM,2145,1,12.4,4.9,4.1,4.7
27-01-2025,GoFirst,283,CCU,HYD,1358,10,9.7,7.2,0.2,20.7
27-01-2025,SpiceJet,127,HYD,CCU,446,5,23.8,4,6.6,26
27-01-2025,Vistara,649,CCU,DEL,2017,13,9.3,1.7,3.7,12.4
27-01-2025,IndiGo,218,CCU,CCU,1331,13,4.2,8.2,7.1,33.2
27-01-2025,IndiGo,392,BOM,CCU,248,26,6.9,5.9,6.3,38.2
27-01-2025,SpiceJet,470,HYD,DEL,165,9,6,8.6,6.5,20.6
